"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.020094329E1,7.205849100E-2,-2.068542292E0,3.300667866E0
8.021089829E1,-8.495923944E-1,-3.171963633E0,4.086807300E0
8.022085229E1,-1.498551178E0,-3.961754068E0,3.822093322E0
8.023080729E1,-1.744164203E0,-4.295274571E0,2.490716232E0
8.024076229E1,-1.599024908E0,-3.967159234E0,6.936996317E-1
8.025071729E1,-1.322267421E0,-3.078714285E0,-9.017347938E-1
8.026067129E1,-9.301282883E-1,-2.001380588E0,-2.307484959E0
8.027062629E1,-5.827099038E-1,-1.022387776E0,-3.590969844E0
8.028058129E1,-3.738760120E-1,-3.039558113E-1,-4.536140680E0
8.029053629E1,-2.463482387E-1,5.754215688E-2,-4.941272033E0
8.030049029E1,-1.834798530E-1,3.865681976E-2,-4.596236023E0
8.031044529E1,-2.172721548E-1,-3.751026848E-1,-3.846049365E0
8.032040029E1,-3.482176989E-1,-8.253176055E-1,-3.195436111E0
8.033035429E1,-5.188636079E-1,-1.026288308E0,-2.447186050E0
8.034030929E1,-6.967647421E-1,-1.036666604E0,-1.743736771E0
8.035026429E1,-7.691713983E-1,-1.024302813E0,-1.097208967E0
8.036021929E1,-6.021463775E-1,-1.068145382E0,-6.461372101E-1
8.037017329E1,-2.283020501E-1,-1.135831142E0,-4.883506805E-1
8.038012829E1,1.565990698E-1,-1.119475895E0,-6.767298424E-1
8.039008329E1,4.477281730E-1,-9.854201442E-1,-1.075498255E0
8.040003829E1,5.060655512E-1,-6.521222739E-1,-1.564913714E0
8.040999229E1,3.659088153E-1,-2.414176654E-1,-1.786846538E0
8.041994729E1,2.200809380E-1,2.014183067E-3,-1.894821807E0
8.042990229E1,1.234379749E-1,5.139600232E-2,-1.967778686E0
8.043985629E1,7.352829829E-2,3.157945957E-2,-1.879386327E0
8.044981129E1,5.272277210E-2,9.361209534E-2,-1.924578872E0
8.045976629E1,1.103145572E-1,3.334928750E-1,-2.012075438E0
8.046972129E1,2.943601284E-1,7.354165187E-1,-2.232665157E0
8.047967529E1,3.947676750E-1,1.178411005E0,-2.520639358E0
8.048963029E1,2.910100941E-1,1.603466161E0,-2.746558814E0
8.049958529E1,1.434213826E-1,1.880148804E0,-2.754629726E0
8.050954029E1,1.448205482E-2,1.943820743E0,-2.764952985E0
8.051949429E1,-1.379499602E-1,1.925629032E0,-2.629520946E0
8.052944929E1,-3.306011344E-1,1.854778028E0,-2.360257834E0
8.053940429E1,-5.031032056E-1,1.717160445E0,-1.948272960E0
8.054935829E1,-6.473809860E-1,1.642655223E0,-1.403893089E0
8.055931329E1,-7.930186826E-1,1.633271758E0,-7.296939218E-1
8.056926829E1,-7.313703185E-1,1.549422686E0,-8.028110147E-2
8.057922329E1,-3.934919222E-1,1.408712072E0,3.351758498E-1
8.058917729E1,-1.957177054E-2,1.339447563E0,7.777457553E-1
8.059913229E1,1.823845599E-1,1.326321588E0,1.347837002E0
8.060908729E1,2.267017402E-1,1.222730415E0,1.807988901E0
8.061904129E1,8.309278993E-2,1.041978361E0,2.346291760E0
8.062899629E1,-6.274590472E-2,9.151413629E-1,2.937083904E0
8.063895129E1,-2.136938233E-1,8.260941157E-1,3.535810720E0
8.064890629E1,-3.262679091E-1,7.805818742E-1,4.203560409E0
8.065886029E1,-3.377448240E-1,8.551880336E-1,4.722720653E0
8.066881529E1,-1.045249549E-1,1.197513786E0,4.871101352E0
8.067877029E1,4.944458912E-1,2.008779362E0,4.679385769E0
8.068872429E1,1.496172677E0,2.720559754E0,4.199465604E0
8.069867929E1,2.336837981E0,2.339891982E0,3.460171723E0
8.070863429E1,2.379376037E0,9.319405597E-1,2.967642038E0
8.071858929E1,1.750382717E0,-7.391898731E-1,2.980397154E0
8.072854329E1,5.291826645E-1,-2.128683244E0,3.430543882E0
8.073849829E1,-9.026153114E-1,-3.239634629E0,3.994199683E0
8.074845329E1,-2.009357067E0,-4.204673426E0,4.229430245E0
8.075840829E1,-2.565888329E0,-4.871547787E0,3.832537034E0
8.076836229E1,-2.364596322E0,-4.981755230E0,2.826649296E0
8.077831729E1,-1.500652083E0,-4.393137081E0,1.560317802E0
8.078827229E1,-3.603931002E-1,-3.279642156E0,3.260202795E-1
8.079822629E1,7.282437392E-1,-2.133342890E0,-8.909782559E-1
8.080818129E1,1.687026381E0,-9.722574040E-1,-1.937494202E0
8.081813629E1,2.413573331E0,7.191899836E-2,-2.566623031E0
8.082809129E1,2.954922590E0,8.362044632E-1,-2.683620554E0
8.083804529E1,3.228807925E0,1.161068968E0,-2.452043917E0
8.084800029E1,3.296987629E0,1.135821275E0,-1.904386098E0
8.085795529E1,3.041168143E0,9.876319997E-1,-1.437531536E0
8.086790929E1,2.443603169E0,7.947996714E-1,-1.246277883E0
8.087786429E1,1.631488650E0,6.511857692E-1,-1.448459398E0
8.088781929E1,7.816747919E-1,4.689024758E-1,-1.838506104E0
8.089777429E1,9.892392531E-4,2.486754670E-1,-2.105295843E0
8.090772829E1,-5.477961060E-1,4.193524394E-2,-2.373577207E0
8.091768329E1,-8.436674839E-1,-1.115760209E-1,-2.686828921E0
8.092763829E1,-9.338477021E-1,-2.085649564E-1,-2.930438544E0
8.093759229E1,-8.883035202E-1,-2.670404385E-1,-3.093995690E0
8.094754729E1,-7.248190981E-1,-2.722735503E-1,-3.226550900E0
8.095750229E1,-6.090154672E-1,-2.787058895E-1,-3.339659439E0
8.096745729E1,-6.243997474E-1,-2.856209895E-1,-3.394384700E0
8.097741129E1,-8.247331032E-1,-2.918074898E-1,-3.316738354E0
8.098736629E1,-1.138128440E0,-4.141850357E-1,-3.143105870E0
8.099732129E1,-1.502832510E0,-5.884259591E-1,-3.041246204E0
8.100727529E1,-1.879817852E0,-7.372877008E-1,-2.807727122E0
8.101723029E1,-1.998863800E0,-9.645785480E-1,-2.293397847E0
8.102718529E1,-1.821504593E0,-1.145898878E0,-1.906320357E0
8.103714029E1,-1.533880202E0,-1.152973571E0,-1.873363110E0
8.104709429E1,-1.283774908E0,-9.563438411E-1,-2.231550093E0
8.105704929E1,-1.189865408E0,-4.328742718E-1,-2.622173334E0
8.106700429E1,-1.241982811E0,2.729491230E-1,-2.853445916E0
8.107695829E1,-1.285395610E0,1.065944928E0,-2.899377549E0
8.108691329E1,-1.179689937E0,1.721022677E0,-2.729466818E0
8.109686742E1,-7.075465693E-1,2.119337639E0,-2.220886526E0
8.110682242E1,3.278674515E-1,2.508160231E0,-1.547686062E0
8.111677642E1,1.763712322E0,2.905397258E0,-9.725802433E-1
8.112673142E1,2.926187325E0,3.198281366E0,-3.426193553E-1
8.113668642E1,3.344288680E0,3.326862808E0,7.169370514E-1
8.114664042E1,3.033686631E0,3.254970999E0,2.013091099E0
8.115659542E1,2.329292296E0,2.893849007E0,3.352250834E0
8.116655042E1,1.651395349E0,2.484797388E0,4.701847263E0
8.117650542E1,1.444632395E0,2.286554558E0,6.064398199E0
8.118645942E1,1.760871452E0,2.417545199E0,6.848629686E0
8.119641442E1,2.180146343E0,2.793604926E0,7.037331029E0
8.120636942E1,2.594383273E0,3.275466075E0,6.664614301E0
8.121632342E1,2.907742576E0,3.373408399E0,6.081199003E0
8.122627842E1,2.711962008E0,2.521406805E0,5.305706180E0
8.123623342E1,1.733720929E0,9.449869403E-1,4.427038068E0
8.124618842E1,2.999543789E-1,-4.343519363E-1,3.636564093E0
8.125614242E1,-1.209502405E0,-1.472314868E0,3.369209513E0
8.126609742E1,-2.586689506E0,-2.456037565E0,3.884405345E0
8.127605242E1,-3.481954648E0,-3.389885560E0,4.490595548E0
8.128600642E1,-3.731078779E0,-4.233204623E0,4.749600304E0
8.129596142E1,-3.403488230E0,-4.778344339E0,4.484803880E0
8.130591642E1,-2.689896078E0,-4.698864598E0,3.500007049E0
8.131587142E1,-1.912086881E0,-3.997829050E0,2.136912323E0
8.132582542E1,-1.386796123E0,-3.268547357E0,5.453113317E-1
8.133578042E1,-1.091196860E0,-2.619756095E0,-1.411416117E0
8.134573542E1,-1.123135960E0,-1.921022888E0,-3.161871339E0
8.135568942E1,-1.483289507E0,-1.529973823E0,-4.315510030E0
8.136564442E1,-1.855238935E0,-1.329208796E0,-4.977751642E0
8.137559942E1,-2.213904658E0,-1.280555723E0,-5.348808931E0
8.138555342E1,-2.541377093E0,-1.328827412E0,-5.077587587E0
8.139550842E1,-2.638223649E0,-1.418065571E0,-4.184051759E0
8.140546342E1,-2.237593629E0,-1.327368678E0,-3.290199596E0
8.141541842E1,-1.576049444E0,-1.001996854E0,-2.427523618E0
8.142537242E1,-8.006518572E-1,-5.965536985E-1,-1.607153415E0
8.143532742E1,4.965930618E-2,-1.891731590E-1,-1.003723683E0
8.144528242E1,8.316366915E-1,1.986220402E-1,-7.414690447E-1
8.145523642E1,1.370971511E0,4.609791696E-1,-8.077899188E-1
8.146519142E1,1.641414006E0,6.608984330E-1,-9.507198429E-1
8.147514642E1,1.644104894E0,9.478647937E-1,-1.136197616E0
8.148510142E1,1.408496164E0,1.266121140E0,-1.396022737E0
8.149505542E1,1.168143148E0,1.546435343E0,-1.565048200E0
8.150501042E1,1.051335222E0,1.696170111E0,-1.796923630E0
8.151496542E1,1.000480233E0,1.670577140E0,-2.153548236E0
8.152491942E1,8.888526468E-1,1.604273077E0,-2.543942851E0
8.153487442E1,7.414329381E-1,1.619218998E0,-2.889943067E0
8.154482942E1,5.918835639E-1,1.661608534E0,-3.093598080E0
8.155478442E1,4.790518900E-1,1.693574532E0,-3.232341397E0
8.156473842E1,4.641377259E-1,1.722480973E0,-3.375649636E0
8.157469342E1,3.763089288E-1,1.894251411E0,-3.483786873E0
8.158464842E1,1.152618133E-1,2.110361432E0,-3.229501405E0
8.159460242E1,-2.599636448E-1,2.139213348E0,-2.546133803E0
8.160455742E1,-6.765598346E-1,1.924378898E0,-1.701629217E0
8.161451242E1,-8.682290056E-1,1.591173267E0,-9.010424834E-1
8.162446642E1,-9.357421269E-1,1.289357537E0,-7.597755075E-2
8.163442142E1,-9.172284535E-1,1.143547201E0,7.814973289E-1
8.164437642E1,-9.813339637E-1,1.051193938E0,1.322519728E0
8.165433142E1,-1.208372504E0,8.797849309E-1,1.715678322E0
8.166428542E1,-1.415990832E0,6.117043093E-1,2.233649243E0
8.167424042E1,-1.503494561E0,2.290813012E-1,2.704406821E0
8.168419542E1,-1.561010405E0,-1.785672417E-1,3.299061052E0
8.169414942E1,-1.578811084E0,-4.798902345E-1,4.037738051E0
8.170410442E1,-1.564014266E0,-5.658348394E-1,4.705530424E0
8.171405942E1,-1.475952567E0,-5.090542093E-1,5.213099148E0
8.172401442E1,-1.204738532E0,-3.664702211E-1,5.354846765E0
8.173396842E1,-7.821683700E-1,-5.411342271E-3,5.040101087E0
8.174392342E1,-1.346150921E-1,4.616195494E-1,4.367474236E0
8.175387842E1,9.391582165E-1,7.677006043E-1,3.310598193E0
8.176383242E1,1.857026282E0,5.457209292E-1,2.240762381E0
8.177378742E1,1.960309599E0,-4.007485726E-1,1.464817568E0
8.178374242E1,1.278331150E0,-1.820944869E0,1.248200448E0
8.179369642E1,1.319307542E-1,-2.891960064E0,1.966729696E0
8.180365142E1,-1.057840176E0,-3.543100736E0,3.090817729E0
8.181360642E1,-1.749572731E0,-4.090396613E0,3.906392046E0
8.182356142E1,-1.599907984E0,-4.240443183E0,4.215288754E0
8.183351542E1,-6.600232510E-1,-3.958579030E0,3.802747809E0
8.184347042E1,7.267528454E-1,-3.193360934E0,2.746810829E0
8.185342542E1,2.059908878E0,-2.151073402E0,1.359913841E0
8.186337942E1,3.061829865E0,-8.270779829E-1,-1.266331494E-1
8.187333442E1,3.637315168E0,6.380056335E-1,-1.470603973E0
8.188328942E1,3.751123912E0,1.783545054E0,-2.302355781E0
8.189324342E1,3.616594682E0,2.417747951E0,-2.706453931E0
8.190319842E1,3.259846700E0,2.291918647E0,-2.698668948E0
8.191315342E1,2.727056596E0,1.592131918E0,-2.459915439E0
8.192310842E1,2.101694835E0,8.510672083E-1,-2.202603452E0
8.193306242E1,1.322868368E0,4.201377936E-1,-1.976975187E0
8.194301742E1,5.839120182E-1,5.364199094E-2,-1.406102167E0
8.195297242E1,6.458441550E-2,-4.232874328E-1,-9.523939008E-1
8.196292642E1,-3.001043051E-1,-9.509657183E-1,-9.508853191E-1
8.197288142E1,-5.069677766E-1,-1.344486548E0,-1.238767135E0
8.198283642E1,-5.861169302E-1,-1.423474976E0,-1.673453824E0
8.199279042E1,-5.333885667E-1,-1.263926826E0,-2.270356309E0
8.200274542E1,-3.404321312E-1,-9.739960004E-1,-2.957535710E0
8.201270042E1,-7.204277661E-2,-6.235660075E-1,-3.440899885E0
8.202265542E1,2.395894055E-1,-3.104082868E-1,-3.777787800E0
8.203260942E1,4.778417721E-1,-9.961919580E-2,-4.010729177E0
8.204256442E1,6.012457967E-1,5.918705173E-2,-4.227357992E0
8.205251942E1,5.550015933E-1,1.948054712E-1,-4.226314849E0
8.206247342E1,3.764244113E-1,2.750701639E-1,-4.116881869E0
8.207242842E1,1.423240795E-1,3.159778328E-1,-4.094336759E0
8.208238342E1,-1.591893498E-2,4.439824832E-1,-4.152032406E0
8.209233742E1,-2.364182778E-2,6.649436098E-1,-4.334059737E0
8.210229308E1,1.014263509E-1,1.016750257E0,-4.265501134E0
8.211224808E1,2.526538029E-1,1.538969910E0,-3.932790470E0
8.212220308E1,4.046724563E-1,2.190460247E0,-3.298923642E0
8.213215708E1,4.888066537E-1,2.829831936E0,-2.441801350E0
8.214211208E1,4.379900008E-1,3.365186336E0,-1.512341398E0
8.215206708E1,2.440797931E-1,3.622936572E0,-7.665547693E-1
8.216202108E1,2.737136465E-2,3.639181892E0,-2.273537779E-1
8.217197608E1,-1.564941488E-1,3.716038864E0,1.465487659E-2
8.218193108E1,-2.588605858E-1,3.960267998E0,4.769427627E-1
8.219188508E1,-2.467127577E-1,4.011888095E0,1.966367753E0
8.220184008E1,-2.851798993E-2,3.472075777E0,4.099434362E0
8.221179508E1,2.117108680E-1,2.345889033E0,6.561612089E0
8.222175008E1,4.437434782E-1,8.518408681E-1,8.720896443E0
8.223170408E1,6.708732712E-1,-5.404309532E-1,1.019729851E1
8.224165908E1,8.647580253E-1,-1.647454618E0,1.063306109E1
8.225161408E1,1.119607750E0,-2.490438489E0,9.766627108E0
8.226156808E1,1.495731359E0,-2.974606949E0,7.903205434E0
8.227152308E1,1.848444178E0,-2.801788689E0,5.808097195E0
8.228147808E1,2.159449392E0,-2.306591358E0,3.612133842E0
8.229143208E1,2.228284277E0,-1.804658765E0,1.502259044E0
8.230138708E1,1.727988612E0,-1.507315424E0,-8.575526476E-3
8.231134208E1,8.001252423E-1,-1.691884394E0,-4.072907299E-1
8.232129608E1,-3.080485333E-1,-2.263052990E0,1.696593010E-1
8.233125108E1,-1.285124153E0,-2.956867666E0,1.106423010E0
8.234120608E1,-1.982664820E0,-3.452501054E0,1.898470470E0
8.235116108E1,-2.365923201E0,-3.550741878E0,2.133409840E0
8.236111508E1,-2.345289693E0,-3.388880716E0,1.595548446E0
8.237107008E1,-1.989710569E0,-2.944771239E0,7.079978281E-1
8.238102508E1,-1.579459832E0,-2.264085462E0,-3.041014069E-1
8.239097908E1,-1.179888304E0,-1.557935647E0,-1.274618168E0
8.240093408E1,-8.321054189E-1,-9.755975528E-1,-1.899247565E0
8.241088908E1,-5.503448343E-1,-5.589102743E-1,-2.305598647E0
8.242084308E1,-4.464578288E-1,-3.167069075E-1,-2.470945626E0
8.243079808E1,-4.641752943E-1,-1.603177893E-1,-2.341561947E0
8.244075308E1,-5.042333993E-1,-1.348572582E-1,-2.072978282E0
8.245070808E1,-5.236628929E-1,-1.573677959E-1,-1.863093061E0
8.246066208E1,-6.832925380E-1,-1.955510643E-1,-1.535455441E0
8.247061708E1,-7.583009858E-1,-3.303245977E-1,-1.057921525E0
8.248057208E1,-5.264351309E-1,-4.942458798E-1,-4.882600486E-1
8.249052608E1,-1.492524271E-1,-6.299932670E-1,-1.457857043E-1
8.250048108E1,1.129596823E-1,-6.930243514E-1,-8.612188518E-2
8.251043608E1,2.109716338E-1,-6.742804438E-1,-2.885712022E-1
8.252039008E1,2.144261871E-1,-6.501497888E-1,-7.871521711E-1
8.253034508E1,2.374379774E-1,-6.793315610E-1,-1.441233993E0
8.254030008E1,2.227067398E-1,-7.508677860E-1,-2.188336245E0
8.255025408E1,2.028073128E-1,-6.690477705E-1,-2.879650798E0
8.256020908E1,2.394882487E-1,-4.299714216E-1,-3.408563029E0
8.257016408E1,2.869678043E-1,-2.176387570E-1,-4.027422978E0
8.258011908E1,1.989441670E-1,4.775183480E-2,-4.494986222E0
8.259007308E1,-6.645134009E-2,2.713045571E-1,-4.843527052E0
8.260002808E1,-3.278301024E-1,5.185083165E-1,-5.177918206E0
8.260998308E1,-4.017073698E-1,9.136397249E-1,-5.398883901E0
8.261993708E1,-3.121054046E-1,1.549971154E0,-5.219072664E0
8.262989208E1,-6.497327361E-2,2.341885736E0,-4.638403804E0
8.263984708E1,3.884681772E-1,3.179615300E0,-3.626323280E0
8.264980108E1,6.829359309E-1,3.731821376E0,-2.442687203E0
8.265975608E1,7.157199535E-1,3.817978052E0,-1.040062959E0
8.266971108E1,5.768784025E-1,3.467988281E0,4.674831372E-1
8.267966508E1,1.438659172E-1,2.824820287E0,1.713531809E0
8.268962008E1,-2.450191117E-1,2.218656690E0,2.438838565E0
8.269957508E1,-5.059490454E-1,1.878988424E0,2.670691191E0
8.270952908E1,-6.327367075E-1,1.775343749E0,2.494457281E0
8.271948408E1,-6.727705465E-1,1.665030325E0,2.064841297E0
8.272943908E1,-7.273595671E-1,1.554143289E0,1.797785509E0
8.273939408E1,-8.729428846E-1,1.359115404E0,1.893699142E0
8.274934808E1,-1.106038774E0,1.031228109E0,2.434125125E0
8.275930308E1,-1.236726310E0,6.080237794E-1,3.265495110E0
8.276925808E1,-1.030444070E0,2.021333115E-1,4.299457085E0
8.277921208E1,-6.839393862E-1,-2.208706044E-1,5.332534375E0
8.278916708E1,-2.621356844E-1,-3.554505584E-1,5.658195636E0
8.279912208E1,4.623615611E-1,2.928347725E-1,5.246976746E0
8.280907608E1,1.521695335E0,1.292025037E0,4.492052089E0
8.281903108E1,2.414225003E0,1.452307450E0,3.568849243E0
8.282898608E1,2.607962846E0,7.503604670E-1,2.687310732E0
8.283894008E1,1.960422743E0,-5.725741940E-1,2.069923112E0
8.284889508E1,5.145170802E-1,-1.937455757E0,1.785495831E0
8.285885008E1,-1.461373850E0,-3.063663259E0,1.972206198E0
8.286880508E1,-3.048422199E0,-3.765370068E0,2.517779485E0
8.287875908E1,-3.849912328E0,-4.273877855E0,2.879196469E0
8.288871408E1,-3.736476052E0,-4.644027656E0,2.779849936E0
8.289866908E1,-2.644475200E0,-4.483800791E0,2.647485931E0
8.290862308E1,-1.086856545E0,-3.589220358E0,2.346563655E0
8.291857808E1,5.535346366E-1,-2.296333734E0,1.662636475E0
8.292853308E1,2.110673527E0,-8.707491555E-1,7.109366387E-1
8.293848708E1,3.279339563E0,4.848451651E-1,-3.428187454E-1
8.294844208E1,4.073100549E0,1.396990597E0,-1.246789514E0
8.295839708E1,4.472063675E0,1.683197916E0,-1.767011029E0
8.296835108E1,4.367064054E0,1.489555968E0,-1.835864332E0
8.297830608E1,3.931075482E0,9.955310033E-1,-1.784344515E0
8.298826108E1,3.163350977E0,5.076281099E-1,-1.713106717E0
8.299821508E1,2.166200587E0,7.821898950E-2,-1.697341454E0
8.300817008E1,1.333473609E0,-1.387709824E-1,-1.761504706E0
8.301812508E1,5.562293990E-1,-3.248163378E-1,-1.874857659E0
8.302807908E1,-1.585499202E-1,-3.938995828E-1,-2.094017733E0
8.303803408E1,-5.956275726E-1,-3.476770141E-1,-2.451548658E0
8.304798908E1,-7.285686982E-1,-3.366925079E-1,-2.931568226E0
8.305794408E1,-4.786462759E-1,-3.067322154E-1,-3.322239414E0
8.306789808E1,-6.133290678E-3,-2.611717161E-1,-3.557083476E0
8.307785308E1,7.467387747E-1,-2.593480791E-1,-3.260232031E0
8.308780808E1,4.675732575E-1,-1.035205769E-1,-3.880552030E0
8.309776192E1,1.457528137E-2,-7.238920586E-2,-4.906784570E0
8.310771692E1,-2.400856514E-1,6.409805050E-2,-5.182519965E0
8.311767192E1,-4.894911799E-1,3.496762137E-1,-4.858174328E0
8.312762592E1,-7.950950289E-1,5.994371798E-1,-4.457174032E0
8.313758092E1,-9.680549370E-1,6.146955621E-1,-4.170642339E0
8.314753592E1,-8.833320712E-1,6.375947204E-1,-3.836904320E0
8.315748992E1,-5.830043842E-1,8.407057229E-1,-3.313758028E0
8.316744492E1,-1.620462263E-1,1.139409419E0,-2.559357281E0
8.317739992E1,4.605624459E-1,1.475129571E0,-1.780311690E0
8.318735392E1,1.063637032E0,1.797226077E0,-1.006510466E0
8.319730892E1,1.717487743E0,2.203652004E0,-1.024075502E-1
8.320726392E1,2.361084192E0,2.693494747E0,8.815133679E-1
8.321721892E1,2.978822499E0,3.114004570E0,1.914591828E0
8.322717292E1,2.835672427E0,3.231490920E0,2.246568666E0
8.323712792E1,2.456454180E0,2.736087036E0,2.851142698E0
8.324708292E1,1.944729401E0,2.028336398E0,2.825191585E0
8.325703692E1,1.086836884E0,1.491963559E0,2.455041200E0
8.326699192E1,1.192374448E-1,1.107985897E0,2.153892052E0
8.327694692E1,-8.232563889E-1,6.638434562E-1,2.116860466E0
8.328690092E1,-1.533313168E0,1.537239573E-1,2.509097539E0
8.329685592E1,-1.860185533E0,-2.814916493E-1,3.123076817E0
8.330681092E1,-1.689793722E0,-5.027988214E-1,3.688853989E0
8.331676492E1,-1.312155538E0,-3.733481546E-1,3.966979725E0
8.332671992E1,-8.772125946E-1,-3.882565811E-2,3.850996109E0
8.333667492E1,-3.099417887E-1,3.485670700E-1,3.394001707E0
8.334662892E1,-1.860766746E-2,5.612793468E-1,2.723276371E0
8.335658392E1,1.257078275E-2,4.148595120E-1,2.171086375E0
8.336653892E1,-3.064040039E-1,-2.449738506E-1,2.214865063E0
8.337649292E1,-8.617510215E-1,-1.201473959E0,2.722313334E0
8.338644792E1,-1.435342923E0,-1.965139399E0,3.587051041E0
8.339640292E1,-1.957823655E0,-2.451179991E0,4.703164641E0
8.340635692E1,-2.266753839E0,-2.771355101E0,5.590221169E0
8.341631192E1,-2.225566783E0,-2.920172587E0,5.711881261E0
8.342626692E1,-1.807036097E0,-2.861057529E0,5.140527601E0
8.343622192E1,-1.060118617E0,-2.512142769E0,4.019310551E0
8.344617592E1,-4.920402005E-1,-1.920035440E0,2.385925357E0
8.345613092E1,-4.117618033E-1,-1.503877553E0,7.166540462E-1
8.346608592E1,-6.245462932E-1,-1.261806772E0,-7.369941705E-1
8.347603992E1,-9.570461648E-1,-1.155153266E0,-1.775539777E0
8.348599492E1,-1.273547397E0,-1.200465899E0,-2.427589107E0
8.349594992E1,-1.455546808E0,-1.319809397E0,-2.793821858E0
8.350590392E1,-1.519558032E0,-1.376031107E0,-2.891725298E0
8.351585892E1,-1.522996779E0,-1.383480167E0,-2.734864967E0
8.352581392E1,-1.396305011E0,-1.347683659E0,-2.535780723E0
8.353576792E1,-9.337381399E-1,-1.099129120E0,-2.391017112E0
8.354572292E1,-3.581613276E-1,-6.839814131E-1,-2.291354830E0
8.355567792E1,2.262816909E-1,-3.180879102E-1,-2.165098826E0
8.356563192E1,7.615325958E-1,-8.621779779E-2,-2.170501068E0
8.357558692E1,1.243916485E0,2.005435998E-2,-2.133764182E0
8.358554192E1,1.748383554E0,5.369102533E-2,-1.882307011E0
8.359549592E1,1.639030973E0,2.972012174E-1,-2.463310917E0
8.360545092E1,1.680437154E0,4.507341169E-1,-3.278311622E0
8.361540592E1,1.937052153E0,7.011771972E-1,-3.376317388E0
8.362535992E1,2.077721543E0,1.074500940E0,-3.292464808E0
8.363531492E1,1.988888304E0,1.352240540E0,-3.382890828E0
8.364526992E1,1.792194109E0,1.449433836E0,-3.555439823E0
8.365522392E1,1.542910057E0,1.477178290E0,-3.736055052E0
8.366517892E1,1.168972283E0,1.543535709E0,-3.850499681E0
8.367513392E1,6.990604321E-1,1.612397052E0,-3.746453156E0
8.368508792E1,2.056420429E-1,1.621858432E0,-3.472478358E0
8.369504292E1,-2.640042718E-1,1.516717454E0,-3.191223192E0
8.370499792E1,-8.335033420E-1,1.182557850E0,-2.642205310E0
8.371495292E1,-1.013391470E0,1.193509247E0,-2.978256488E0
8.372490692E1,-1.015504946E0,1.253176136E0,-3.257720652E0
8.373486192E1,-1.279359675E0,1.372624811E0,-2.678374432E0
8.374481692E1,-1.647066217E0,1.534002847E0,-2.085048689E0
8.375477092E1,-2.120337220E0,1.525454510E0,-1.357683129E0
8.376472592E1,-2.406287701E0,1.378276438E0,-2.636907148E-1
8.377468092E1,-2.322525313E0,1.086240029E0,7.652368069E-1
8.378463492E1,-2.072404378E0,8.434184656E-1,1.622529253E0
8.379458992E1,-1.696074362E0,7.499710424E-1,2.444681688E0
8.380454492E1,-1.322456578E0,7.415642081E-1,3.311408032E0
8.381449892E1,-1.083120320E0,8.180394300E-1,4.164528490E0
8.382445392E1,-9.397723934E-1,8.537090535E-1,5.083450005E0
8.383440892E1,-6.284499675E-1,7.224735606E-1,6.003147445E0
8.384436292E1,-5.658599094E-2,4.605886122E-1,6.756568199E0
8.385431792E1,4.743628981E-1,3.005671671E-1,7.072199146E0
8.386427292E1,7.518177393E-1,4.563040649E-1,6.593440822E0
8.387422692E1,9.673382876E-1,9.254755126E-1,5.512639727E0
8.388418192E1,1.224513742E0,1.099258416E0,4.250304220E0
8.389413692E1,1.286775845E0,7.334769242E-1,2.888517516E0
8.390409092E1,9.136420637E-1,-6.062400497E-2,1.814206245E0
8.391404592E1,1.790274907E-1,-1.131503910E0,1.116695398E0
8.392400092E1,-8.754405959E-1,-2.359884197E0,1.057859545E0
8.393395492E1,-1.991745254E0,-3.656374460E0,1.597957499E0
8.394390992E1,-2.702360296E0,-4.544174462E0,2.405328172E0
8.395386492E1,-2.556163824E0,-4.819213745E0,2.979615966E0
8.396381892E1,-1.622097875E0,-4.550650838E0,3.124804670E0
8.397377392E1,-3.564916917E-1,-4.042406760E0,2.920274329E0
8.398372892E1,1.088482583E0,-3.250252588E0,2.289918754E0
8.399368292E1,2.472115362E0,-2.006705940E0,1.328926522E0
8.400363792E1,3.470318689E0,-6.241125029E-1,3.203309387E-1
8.401359292E1,3.969148457E0,6.189759433E-1,-5.591739106E-1
8.402354692E1,3.971798123E0,1.479209612E0,-1.217705464E0
8.403350192E1,3.571084049E0,1.832649386E0,-1.717642987E0
8.404345692E1,3.046687623E0,1.784062971E0,-2.188063765E0
8.405341092E1,2.516011579E0,1.549180611E0,-2.581127050E0
8.406336592E1,1.966457508E0,1.315967484E0,-2.996567044E0
8.407332092E1,1.430530811E0,1.078099901E0,-3.366056694E0
8.408327492E1,8.946198287E-1,8.113982356E-1,-3.652470859E0
8.409322992E1,3.100461980E-1,3.835336389E-1,-3.670728205E0
8.410318529E1,-1.615728942E-1,-1.344710496E-1,-3.638279082E0
8.411313929E1,-4.795562489E-1,-5.775617593E-1,-3.506540728E0
8.412309429E1,-6.271356596E-1,-9.072350503E-1,-3.236535020E0
8.413304929E1,-5.430292366E-1,-1.112573403E0,-3.072287318E0
8.414300329E1,-3.258462518E-1,-1.101938341E0,-3.105293680E0
8.415295829E1,-1.593741218E-1,-1.035362163E0,-3.254349148E0
8.416291329E1,-4.465591684E-3,-8.601070768E-1,-3.396233590E0
8.417286729E1,1.563630981E-1,-6.537339127E-1,-3.621073650E0
8.418282229E1,4.607985272E-1,-4.486812326E-1,-3.754635165E0
8.419277729E1,6.351152086E-1,-1.766512919E-1,-3.628753383E0
